"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","DECIMALS_DISPLAYED","FUNCTIONAL_CAT","INT_ACC_ITEM","NA_STO","GFS_STO","COICOP_1999","TRADE_FLOW","COMMODITY","SOC_CONCEPTS","SECTOR","ACCOUNTING_ENTRY","INDEX_TYPE","PRICES","STATISTICAL_MEASURES","EXRATE","TRANSFORMATION","UNIT","REPORTING_PERIOD_TYPE","OVERLAP","COUNTRY_UPDATE_DATE","DOI","FULL_DESCRIPTION","AUTHOR","PUBLISHER","DEPARTMENT","CONTACT_POINT","TOPIC","TOPIC_DATASET","KEYWORDS","KEYWORDS_DATASET","LANGUAGE","PUBLICATION_DATE","UPDATE_DATE","METHODOLOGY","METHODOLOGY_NOTES","ACCESS_SHARING_LEVEL","ACCESS_SHARING_NOTES","SECURITY_CLASSIFICATION","SHORT_SOURCE_CITATION","FULL_SOURCE_CITATION","LICENSE","SUGGESTED_CITATION","KEY_INDICATOR","SERIES_NAME","LATEST_ACTUAL_ANNUAL_DATA","HISTORICAL_DATA_SOURCE","BASE_YEAR","START_END_MONTHS_OF_REPORTING_YEAR","CHAIN_WEIGHTED","BASIS_OF_PROJECTIONS","VALUATION","PRICES_SECTOR_HARMONIZED_PRICES","LABOR_SECTOR_EMPLOYMENT_TYPE","FISCAL_SECTOR_GENERAL_GOVERNMENT_COMPOSITION","FISCAL_SECTOR_VALUATION_OF_DEBT","FISCAL_SECTOR_INSTRUMENTS_INCLUDED_IN_GROSS_AND_NET_DEBT","TRADE_SECTOR_OIL_COVERAGE","PRIMARY_DOMESTIC_CURRENCY","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"IMF.RES:WEO(9.0.0)","MDV.PPPGDP.A","OBS_VALUE","Maldives","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/26/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","0.320","0.377","0.431","0.467","0.568","0.667","0.739","0.825","0.928","1.054","1.049","1.160","1.263","1.363","1.496","1.640","1.822","2.046","2.272","2.471","2.646","2.745","2.958","3.443","3.749","3.433","4.374","4.812","5.346","4.940","5.342","5.919","6.172","6.714","7.364","7.727","8.313","9.059","10.361","11.255","6.741","9.834","11.990","13.041","13.804","14.816","15.762","16.681","17.632","18.659","19.779"
"IMF.RES:WEO(9.0.0)","PAK.PPPGDP.A","OBS_VALUE","Pakistan","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/17/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","74.903","87.079","99.452","110.362","118.888","133.328","144.666","156.866","172.850","188.265","204.273","222.009","244.256","255.289","272.132","291.901","316.860","327.813","343.079","362.485","385.182","408.183","425.401","456.214","504.511","561.945","612.084","660.796","703.464","715.327","740.417","779.909","819.823","865.929","912.343","955.907","1004.281","1069.379","1129.964","1162.667","1186.294","1285.343","1461.845","1512.714","1589.177","1671.381","1762.305","1865.321","1980.917","2106.307","2242.378"
"IMF.RES:WEO(9.0.0)","PHL.PPPGDP.A","OBS_VALUE","Philippines","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/22/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","85.411","96.693","106.384","112.622","108.141","103.409","109.096","116.620","128.885","142.250","152.056","156.513","160.748","168.149","179.251","191.473","206.405","220.854","222.188","232.873","248.585","261.932","275.888","295.646","323.540","350.178","380.168","415.923","442.353","451.528","490.535","519.973","566.184","614.692","665.098","713.885","772.192","840.501","914.883","988.832","923.367","1001.825","1154.428","1263.212","1368.259","1477.711","1590.485","1714.077","1846.480","1991.783","2151.346"
"IMF.RES:WEO(9.0.0)","THA.PPPGDP.A","OBS_VALUE","Thailand","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/26/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","75.722","87.784","98.198","107.739","118.057","127.445","137.205","153.990","180.604","210.572","243.843","273.273","305.298","339.649","374.644","413.558","444.932","440.141","411.110","435.991","465.732","492.620","531.038","580.453","633.549","680.779","736.636","797.715","827.114","826.467","899.363","925.630","1011.155","1056.002","1084.972","1129.360","1179.255","1250.522","1347.311","1427.827","1372.919","1451.960","1596.093","1688.404","1774.271","1853.771","1917.292","1992.147","2071.199","2159.185","2254.354"
"IMF.RES:WEO(9.0.0)","G603.PPPGDP.A","OBS_VALUE","Sub-Saharan Africa (SSA)","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","343.097","387.351","413.517","429.553","460.781","480.758","504.598","530.937","570.367","607.884","872.784","901.313","922.007","956.580","991.884","1049.274","1117.173","1172.464","1259.543","1303.681","1384.148","1479.346","1597.978","1706.858","1874.412","2053.474","2242.539","2453.794","2638.239","2757.031","2994.431","3214.699","3435.052","3660.423","3909.746","4067.581","4152.418","4339.715","4544.714","4886.050","4933.145","5417.946","6058.005","6513.880","6947.687","7408.019","7868.775","8356.530","8873.499","9442.049","10057.551"
"IMF.RES:WEO(9.0.0)","DJI.PPPGDP.A","OBS_VALUE","Djibouti","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/19/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","","","","","","","","","","","","1.579","1.624","1.550","1.562","1.539","1.509","1.516","1.535","1.602","1.650","1.718","1.801","1.895","2.000","2.127","2.298","2.479","2.673","2.733","2.881","3.155","3.369","3.598","3.924","4.250","4.596","4.933","5.448","5.877","6.108","6.683","7.528","8.382","9.149","9.935","10.720","11.554","12.388","13.298","14.292"
"IMF.RES:WEO(9.0.0)","VNM.PPPGDP.A","OBS_VALUE","Vietnam","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/23/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","31.438","36.407","41.807","46.526","52.253","56.935","60.031","63.086","68.642","76.898","83.802","91.669","101.915","112.759","125.340","140.177","156.075","171.709","183.649","195.138","213.103","232.925","253.293","277.256","306.888","340.400","375.383","413.041","444.833","471.737","508.139","551.883","593.103","636.697","689.389","744.402","801.749","872.747","963.333","1071.756","1138.632","1192.059","1385.854","1509.922","1657.136","1807.050","1942.452","2088.795","2241.590","2401.726","2576.455"
"IMF.RES:WEO(9.0.0)","CMR.PPPGDP.A","OBS_VALUE","Cameroon","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/25/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","11.537","14.781","16.882","18.744","20.870","23.276","25.357","25.426","24.252","24.757","24.102","23.979","23.777","23.572","23.475","24.759","26.451","28.337","30.058","31.722","33.531","35.436","37.732","40.398","44.206","46.148","49.247","52.655","55.203","56.999","59.384","62.721","66.770","71.293","76.726","81.775","86.249","90.903","99.493","108.174","114.508","129.022","143.363","153.496","162.748","173.034","183.323","194.468","206.559","219.730","234.186"
"IMF.RES:WEO(9.0.0)","AGO.PPPGDP.A","OBS_VALUE","Angola","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/9/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","12.494","13.074","13.882","15.031","16.508","17.626","18.503","19.735","21.684","22.543","22.580","26.165","29.812","33.867","38.226","43.071","48.776","53.226","56.349","58.393","61.540","65.573","75.692","79.880","91.395","107.599","124.050","143.974","162.582","166.856","177.818","188.003","207.781","221.629","235.997","239.998","238.160","242.085","259.089","277.552","261.836","306.036","341.636","358.752","383.923","401.480","417.193","434.820","454.522","476.220","500.113"
"IMF.RES:WEO(9.0.0)","DZA.PPPGDP.A","OBS_VALUE","Algeria","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/12/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","77.817","87.735","99.118","108.562","118.779","129.397","131.738","134.057","136.148","148.278","155.058","158.379","164.581","164.939","166.945","177.003","187.093","192.413","204.499","214.029","227.195","239.279","256.120","278.153","298.485","324.469","344.175","364.458","380.766","387.712","411.260","432.338","450.957","470.557","498.381","519.103","544.473","562.537","583.472","601.471","558.300","648.896","720.069","777.328","826.100","874.599","915.791","956.753","998.917","1041.763","1087.664"
"IMF.RES:WEO(9.0.0)","BWA.PPPGDP.A","OBS_VALUE","Botswana","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","Annual","Billions","Three","","","Gross domestic product (GDP)","","","","","","","","","Current prices","","","","","","Overlapping Indicator","9/12/2025","","The World Economic Outlook (WEO) database contains selected macroeconomic data series from the statistical appendix of the World Economic Outlook report, which presents the IMF staff's analysis and projections of economic developments at the global level, in major country groups and in many individual countries. The WEO is released in April and September/October each year. Use this database to find data on national accounts, gross domestic product (GDP), inflation, unemployment rates, balance of payments, fiscal indicators, trade for countries and country groups (aggregates), and commodity prices whose data are reported by the IMF. Data are available from 1980 to the present, and projections are given for the next two years. Additionally, medium-term projections are available for selected indicators. For some countries, data are incomplete or unavailable for certain years.","","International Monetary Fund (IMF)","Research Department (RES)","datahelp@imf.org","Gross domestic product (GDP)","Economic forecasting; Balance of payments; International investment position (IIP); External debt; Fiscal sector; National accounts; Gross domestic product (GDP); International trade; World Economic Outlook (WEO)","","Demographics;  Real sector;  Price indexes;  Gross domestic product;  National accounts;  Labor markets;  Unemployment;  International trade;  Export prices;  Import prices;  International reserves;  Monetary aggregates;  Consumer prices;  Exchange rates;  External position;  Financial account;  Balance of payments;  Capital account;  Current account;  External debt;  International investment position;  Public sector and general government;  Debt service;  Fiscal account","English","2025-10-14T13:00:00Z","2025-11-19T21:00:00Z","","","Public (Unrestricted)","","Public or Unrestricted","IMF staff calculations.","","© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm","International Monetary Fund. World Economic Outlook (WEO), https://data.imf.org/en/datasets/IMF.RES:WEO. Accessed on [current date].","true","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021","","","","","","","","","","","","","","","1.935","2.290","2.818","3.244","3.581","3.978","4.408","5.190","6.631","7.212","8.140","8.940","9.125","9.717","9.847","10.903","11.376","12.395","12.331","13.510","14.406","15.076","16.449","17.677","18.406","19.927","21.781","23.667","24.908","21.517","23.983","26.151","26.593","30.048","32.313","31.031","33.582","35.589","36.294","37.153","36.107","43.131","48.734","52.158","51.855","52.650","54.823","58.303","62.212","66.399","70.990"
